CÓDIGO OACI,TIPO,NOME,MUNICÍPIO ATENDIDO,UF,LATITUDE,LONGITUDE,ALTITUDE,OPERAÇÃO,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,RAMPA(S) DE APROXIMAÇÃO,FORMATO DA ÁREA DE POUSO,DIMENSÕES,RESISTÊNCIA,SUPERFÍCIE,p1,p2,p3,p4,PORTARIAS,,,,Portaria Nº 291/2016 ,Portaria Nº 2007/2014 e alterações ,OBSERVAÇÃO
SSCI,AERÓDROMO,COXIM,COXIM,MS,18° 28' 53'' S,54° 42' 57'' W,292 m,VFR Diurno,2/20,1300 m,23 m,PCN 13/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-0667,0,0,0,PD2003-0667,,,,AD,-,-
SSCK,AERÓDROMO,Olavo Cecco Rigon,CONCÓRDIA,SC,27° 10' 50'' S,52° 3' 4'' W,750 m,VFR Diurno/Noturno,14/32,1480 m,18 m,PCN 12/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-3070,0,0,0,PA2013-3070,,,,AP-0,4ª,-
SSCL,AERÓDROMO,CASSILÂNDIA,CASSILÂNDIA,MS,19° 8' 47'' S,51° 41' 7'' W,478 m,VFR Diurno,13/31,900 m,18 m,PCN 7/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0220,0,0,0,PD2004-0220,,,,AD,-,-
SSCN,AERÓDROMO,CANELA,CANELA,RS,29° 22' 14'' S,50° 49' 56'' W,827 m,VFR Diurno/Noturno,6/24,1260 m,18 m,PCN 21/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1986-0377,0,0,0,PD1986-0377,,,,AP-0,4ª,-
SSCP,AERÓDROMO,FRANCISCO LACERDA JÚNIOR,CORNÉLIO PROCÓPIO,PR,23° 9' 10'' S,50° 36' 10'' W,565 m,VFR Diurno,6/24,1400 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0018,0,0,0,PD1980-0018,,,,AP-0,4ª,-
SSCR,AERÓDROMO,RUBEN BERTA,MARECHAL CÂNDIDO RONDON,PR,24° 30' 46'' S,54° 3' 14'' W,430 m,VFR Diurno,1/19,1400 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0070COMAR,0,0,0,PD1985-0070COMAR,,,,AP-0,4ª,-
SSCT,AERÓDROMO,ENGENHEIRO GASTÃO DE MESQUITA FILHO,CIANORTE,PR,23° 41' 30'' S,52° 38' 32'' W,539 m,VFR Diurno/Noturno,4/22,1200 m,23 m,"5700 kg / 0,62 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0114,0,0,0,PA2016-0114,,,,AP-0,4ª,-
SSDC,AERÓDROMO,DIONÍSIO CERQUEIRA,DIONÍSIO CERQUEIRA,SC,26° 18' 18'' S,53° 37' 48'' W,830 m,VFR Diurno,1/19,1380 m,23 m,PCN 6/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0074COMAR,0,0,0,PD1985-0074COMAR,,,,AD,-,-
SSEE,AERÓDROMO,REGIONAL DO VALE DO TAQUARI,ESTRELA,RS,29° 27' 12'' S,51° 56' 3'' W,32 m,VFR Diurno,6/24,570 m,18 m,"4000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2006-0658,0,0,0,PA2006-0658,,,,AD,-,-
SSEP,AERÓDROMO,SÃO SEPÉ,SÃO SEPÉ,RS,30° 10' 56'' S,53° 34' 46'' W,153 m,VFR Diurno,14/32,1140 m,18 m,"5700 kg / 0,62 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0073COMAR,0,0,0,PD1985-0073COMAR,,,,AD,-,-
SSER,AERÓDROMO,ERECHIM,ERECHIM,RS,27° 39' 36'' S,52° 16' 34'' W,761 m,VFR Diurno,13/31,1280 m,18 m,PCN 11/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2003-1429,0,0,0,PD2003-1429,,,,AD,-,-
SSES,AERÓDROMO,ENCRUZILHADA DO SUL,ENCRUZILHADA DO SUL,RS,30° 33' 32'' S,52° 34' 57'' W,445 m,VFR Diurno,5/23,600 m,30 m,"2500 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSEZ,AERÓDROMO,ESPUMOSO,ESPUMOSO,RS,28° 44' 17'' S,52° 51' 20'' W,390 m,VFR Diurno,8/26,713 m,18 m,"2000 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1969-0135,0,0,0,PD1969-0135,,,,AD,-,-
SSFB,AERÓDROMO,PAULO ABDALA,FRANCISCO BELTRÃO,PR,26° 3' 34'' S,53° 3' 50'' W,640 m,VFR Diurno/Noturno,7/25,1320 m,30 m,PCN 11/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2002-0992,0,0,0,PD2002-0992,,,,AP-0,4ª,-
SSFL,AERÓDROMO,JOÃO PEREIRA DOS SANTOS FILHO,FRONTEIRAS,PI,7° 6' 0'' S,40° 37' 37'' W,447 m,VFR Diurno/Noturno,11/29,1500 m,25 m,PCN 7/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2008-0192,0,0,0,PA2008-0192,,,,AD,-,-
SSGA,AERÓDROMO,GARIBALDI,GARIBALDI,RS,29° 16' 6'' S,51° 31' 56'' W,680 m,VFR Diurno,14/32,1200 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1960-0134,0,0,0,PD1960-0134,,,,AD,-,-
SSGB,AERÓDROMO,MUNICIPAL DE GUARATUBA,GUARATUBA,PR,25° 52' 50'' S,48° 36' 44'' W,15 m,VFR Diurno,1/19,990 m,18 m,"2500 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1990-0092,PD1998-0285E,0,0,PD1990-0092,PD1998-0285E,,,AP-0,4ª,-
SSGC,AERÓDROMO,GENERAL CANROBERT PEREIRA DA COSTA,AQUIDAUANA,MS,20° 27' 9'' S,55° 45' 25'' W,172 m,VFR Diurno,1/19,1200 m,23 m,PCN 8/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0705,0,0,0,PD1999-0705,,,,AD,-,-
SSGR,AERÓDROMO,GUAPORÉ,GUAPORÉ,RS,28° 53' 41'' S,51° 51' 19'' W,475 m,VFR Diurno,12/30,1100 m,23 m,PCN 9/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1973-0102,0,0,0,PD1973-0102,,,,AD,-,-
SSGW,AERÓDROMO,MANOEL RIBAS,GOIOERÊ,PR,24° 13' 14'' S,53° 2' 38'' W,490 m,VFR Diurno,4/22,1000 m,18 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1994-0133,0,0,0,PD1994-0133,,,,AD,-,-
SSGY,AERÓDROMO,GUAÍRA,GUAÍRA,PR,24° 4' 47'' S,54° 11' 17'' W,271 m,VFR Diurno,7/25,1300 m,30 m,PCN 13/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1876,0,0,0,PA2014-1876,,,,AP-0,4ª,-
SSHZ,AERÓDROMO,WALTER BÜNDCHEN,HORIZONTINA,RS,27° 38' 20'' S,54° 20' 28'' W,324 m,VFR Diurno,15/33,1050 m,18 m,PCN 6/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1998-0044,0,0,0,PD1998-0044,,,,AD,-,-
SSIE,AERÓDROMO,TERUEL IPANEMA ESTÂNCIA,CAMPO GRANDE,MS,20° 35' 58'' S,54° 36' 9'' W,528 m,VFR Diurno,6/24,1500 m,30 m,"5700 kg / 0,5 MPa",Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1988-0185,0,0,0,PD1988-0185,,,,AD,-,-
SSIJ,AERÓDROMO,IJUÍ,IJUÍ,RS,28° 22' 12'' S,53° 50' 44'' W,365 m,VFR Diurno,18/36,1110 m,18 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-0135,0,0,0,PD2000-0135,,,,AD,-,-
SSIQ,AERÓDROMO,ITAQUI,ITAQUI,RS,29° 10' 23'' S,56° 32' 12'' W,70 m,VFR Diurno,14/32,966 m,23 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSIR,AERÓDROMO,IBIRUBÁ,IBIRUBÁ,RS,28° 36' 15'' S,53° 4' 44'' W,441 m,VFR Diurno,9/27,760 m,25 m,"5000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1377,0,0,0,PD2001-1377,,,,AD,-,-
SSJA,AERÓDROMO,SANTA TEREZINHA,JOAÇABA,SC,27° 10' 22'' S,51° 33' 6'' W,776 m,VFR Diurno/Noturno,15/33,1260 m,18 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2009-0848,0,0,0,PA2009-0848,,,,AP-0,4ª,-
SSJI,AERÓDROMO,JARDIM,JARDIM,MS,21° 29' 34'' S,56° 9' 10'' W,321 m,VFR Diurno,18/36,950 m,18 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0246,0,0,0,PD1999-0246,,,,AD,-,-
SSJK,AERÓDROMO,JÚLIO DE CASTILHOS,JÚLIO DE CASTILHOS,RS,29° 9' 11'' S,53° 44' 36'' W,498 m,VFR Diurno,12/30,1190 m,30 m,PCN 8/F/C/Y/U,Saibro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0665,0,0,0,PA2015-0665,,,,AD,-,-
SSJR,AERÓDROMO,JAGUARÃO,JAGUARÃO,RS,32° 32' 26'' S,53° 23' 3'' W,20 m,VFR Diurno,8/26,1200 m,45 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSKG,AERÓDROMO,ESTÂNCIA SANTA MARIA,CAMPO GRANDE,MS,20° 30' 20'' S,54° 31' 29'' W,618 m,VFR Diurno,6/24,1100 m,23 m,"5600 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1987-0285SOP,0,0,0,PD1987-0285SOP,,,,AP-0,4ª,-
SSKK,AERÓDROMO,CAPÃO DA CANOA,CAPÃO DA CANOA,RS,29° 45' 49'' S,50° 2' 13'' W,10 m,VFR Diurno,8/26,700 m,80 m,"2500 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSKM,AERÓDROMO,GERALDO GUIAS DE AQUINO,CAMPO MOURÃO,PR,24° 0' 9'' S,52° 21' 25'' W,565 m,VFR Diurno/Noturno,1/19,1400 m,30 m,PCN 14/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0006,PD1992-0454,0,0,PD1980-0006,PD1992-0454,,,AP-0,4ª,-
SSKN,AERÓDROMO,CAMPO NOVO,CAMPO NOVO,RS,27° 40' 1'' S,53° 48' 37'' W,445 m,VFR Diurno/Noturno,9/27,1020 m,30 m,"5000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0054COMAR,0,0,0,PD1985-0054COMAR,,,,AD,-,-
SSKS,AERÓDROMO,CACHOEIRA DO SUL,CACHOEIRA DO SUL,RS,30° 0' 8'' S,52° 56' 25'' W,77 m,VFR Diurno,12/30,1020 m,18 m,PCN 10/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1994-0466,PD1995-0114,0,0,PD1994-0466,PD1995-0114,,,AD,-,-
SSKU,AERÓDROMO,LAURO ANTÔNIO DA COSTA,CURITIBANOS,SC,27° 17' 14'' S,50° 36' 14'' W,978 m,VFR Diurno/Noturno,11/29,1240 m,30 m,PCN 22/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2009-0665,0,0,0,PA2009-0665,,,,AD,-,-
SSKW,AERÓDROMO,CACOAL,CACOAL,RO,11° 29' 44'' S,61° 27' 3'' W,249 m,VFR Diurno/Noturno,16/34,2100 m,45 m,PCN 31/F/A/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2010-0881,0,0,0,PA2010-0881,,,,AP-1,3ª,-
SSKZ,AERÓDROMO,CARAZINHO,CARAZINHO,RS,28° 19' 17'' S,52° 48' 56'' W,565 m,VFR Diurno,11/29,1560 m,23 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0310,0,0,0,PD2004-0310,,,,AP-0,4ª,-
SSLA,AERÓDROMO,LAGUNA,LAGUNA,SC,28° 22' 36'' S,48° 44' 34'' W,6 m,VFR Diurno,4/22,1500 m,23 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0075COMAR,0,0,0,PD1985-0075COMAR,,,,AD,-,-
SSLG,AERÓDROMO,SÃO LUÍS GONZAGA,SÃO LUIZ GONZAGA,RS,28° 22' 35'' S,55° 2' 15'' W,200 m,VFR Diurno,6/24,1200 m,60 m,PCN 8/F/C/Y/U,Saibro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSLN,AERÓDROMO,HELMUTH BAUNGARTEM,LONTRAS,SC,27° 9' 37'' S,49° 32' 36'' W,334 m,VFR Diurno,6/24,1100 m,23 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-1491,0,0,0,PD2001-1491,,,,AD,-,-
SSLO,AERÓDROMO,ATTILLIO ACCORSI,LOANDA,PR,22° 55' 4'' S,53° 8' 59'' W,470 m,VFR Diurno,5/23,1100 m,23 m,PCN 14/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0013,0,0,0,PD1980-0013,,,,AP-0,4ª,-
SSLS,AERÓDROMO,RUY BARBOSA,RUY BARBOSA,BA,12° 16' 17'' S,40° 31' 50'' W,404 m,VFR Diurno,13/31,1268 m,22 m,"5700 kg / 0,6 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-3071,0,0,0,PA2013-3071,,,,AD,-,-
SSLT,AERÓDROMO,GAUDÊNCIO MACHADO RAMOS,ALEGRETE,RS,29° 48' 45'' S,55° 53' 32'' W,140 m,VFR Diurno,14/32,1200 m,18 m,PCN 6/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1991-0310,0,0,0,PD1991-0310,,,,AP-0,4ª,-
SSMF,AERÓDROMO,HUGO WERNER,MAFRA,SC,26° 9' 32'' S,49° 49' 56'' W,820 m,VFR Diurno,3/21,920 m,99 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSMJ,AERÓDROMO,MARACAJU,MARACAJU,MS,21° 38' 2'' S,55° 8' 42'' W,391 m,VFR Diurno,1/19,800 m,30 m,"5600 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-0819,0,0,0,PD2000-0819,,,,AD,-,-
SSMR,AERÓDROMO,MANOEL RIBAS,MANOEL RIBAS,PR,24° 31' 44'' S,51° 38' 50'' W,860 m,VFR Diurno/Noturno,15/33,1200 m,30 m,PCN 12/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0076COMAR,0,0,0,PD1985-0076COMAR,,,,AD,-,-
SSMT,AERÓDROMO,MOSTARDAS,MOSTARDAS,RS,31° 6' 15'' S,50° 54' 44'' W,18 m,VFR Diurno,5/23,975 m,18 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1971-0009,0,0,0,PD1971-0009,,,,AD,-,-
SSNB,AERÓDROMO,ARIOSTO DA RIVA,NAVIRAÍ,MS,23° 2' 29'' S,54° 11' 6'' W,405 m,VFR Diurno,9/27,1200 m,23 m,PCN 10/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1997-0377,0,0,0,PD1997-0377,,,,AD,-,-
SSNG,AERÓDROMO,MONTENEGRO,MONTENEGRO,RS,29° 43' 10'' S,51° 29' 22'' W,38 m,VFR Diurno,13/31,920 m,23 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1957-0052,0,0,0,PD1957-0052,,,,AD,-,-
SSNH,AERÓDROMO,NOVO HAMBURGO,NOVO HAMBURGO,RS,29° 41' 46'' S,51° 4' 54'' W,20 m,VFR Diurno,2/20,1200 m,80 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSNO,AERÓDROMO,ARMANDO REGINATTO,NONOAI,RS,27° 22' 2'' S,52° 44' 2'' W,600 m,VFR Diurno,2/20,1050 m,30 m,PCN 9/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1974-0250,PD1974-0339,0,0,PD1974-0250,PD1974-0339,,,AD,-,-
SSNP,AERÓDROMO,NOVA PRATA,NOVA PRATA,RS,28° 48' 9'' S,51° 36' 15'' W,690 m,VFR Diurno,13/31,1000 m,30 m,PCN 5/F/B/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0068COMAR,0,0,0,PD1985-0068COMAR,,,,AD,-,-
SSNQ,AERÓDROMO,NIOAQUE,NIOAQUE,MS,21° 11' 5'' S,55° 49' 49'' W,300 m,VFR Diurno,18/36,1200 m,40 m,PCN 8/F/C/Y/U,Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1960-0110,0,0,0,PD1960-0110,,,,AD,-,-
SSOE,AERÓDROMO,HÉLIO WASUM,SÃO MIGUEL DO OESTE,SC,26° 46' 52'' S,53° 30' 12'' W,665 m,VFR Diurno,17/35,1260 m,18 m,PCN 11/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2006-0493,0,0,0,PA2006-0493,,,,AP-0,4ª,-
SSOG,AERÓDROMO,ARAPONGAS,ARAPONGAS,PR,23° 21' 21'' S,51° 29' 27'' W,792 m,VFR Diurno/Noturno,15/33,1200 m,23 m,PCN 6/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AP-0,4ª,-
SSOI,AERÓDROMO,PEDERNEIRAS,PEDERNEIRAS,SP,22° 18' 23'' S,48° 46' 26'' W,536 m,VFR Diurno,15/33,1165 m,25 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-1259,0,0,0,PA2014-1259,,,,AD,-,-
SSOL,AERÓDROMO,LAVRAS,LAVRAS,MG,21° 14' 38'' S,44° 58' 10'' W,959 m,VFR Diurno/Noturno,5/23,1500 m,30 m,PCN 12/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2011-2243,0,0,0,PA2011-2243,,,,AD,-,-
SSOS,AERÓDROMO,OSÓRIO,OSÓRIO,RS,29° 54' 8'' S,50° 15' 2'' W,12 m,VFR Diurno,10/28,1000 m,40 m,PCN 8/F/C/Y/U,Areia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1964-0132,0,0,0,PD1964-0132,,,,AD,-,-
SSPB,AERÓDROMO,JUVENAL LOUREIRO CARDOSO,PATO BRANCO,PR,26° 13' 4'' S,52° 41' 39'' W,822 m,VFR Diurno/Noturno,7/25,1400 m,30 m,PCN 10/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0009,PD1995-0528,0,0,PD1980-0009,PD1995-0528,,,AP-0,4ª,-
SSPG,AERÓDROMO,SANTOS DUMONT,PARANAGUÁ,PR,25° 32' 26'' S,48° 31' 52'' W,5 m,VFR Diurno,6/24,1455 m,30 m,PCN 16/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1991-0064,0,0,0,PD1991-0064,,,,AP-0,4ª,-
SSPI,AERÓDROMO,EDU CHAVES,PARANAVAÍ,PR,23° 5' 24'' S,52° 29' 19'' W,474 m,VFR Diurno/Noturno,13/31,1500 m,30 m,PCN 13/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1832,0,0,0,PA2015-1832,,,,AP-0,4ª,-
SSPL,AERÓDROMO,PALMEIRA DAS MISSÕES,PALMEIRA DAS MISSÕES,RS,27° 54' 6'' S,53° 19' 44'' W,635 m,VFR Diurno,5/23,1000 m,18 m,PCN 4/F/A/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1958-0185,0,0,0,PD1958-0185,,,,AD,-,-
SSPM,AERÓDROMO,PORTO MURTINHO,PORTO MURTINHO,MS,21° 42' 46'' S,57° 52' 45'' W,81 m,VFR Diurno,18/36,1300 m,30 m,PCN 15/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-0655,0,0,0,PA2015-0655,,,,AD,-,-
SSPN,AERÓDROMO,PARANAÍBA,PARANAÍBA,MS,19° 39' 4'' S,51° 11' 58'' W,442 m,VFR Diurno,14/32,1320 m,23 m,PCN 12/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0472,PD1996-0583,0,0,PD1996-0472,PD1996-0583,,,AD,-,-
SSPS,AERÓDROMO,SÃO SEBASTIÃO,PALMAS,PR,26° 28' 20'' S,51° 58' 32'' W,1100 m,VFR Diurno,3/21,990 m,23 m,PCN 19/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2144,0,0,0,PA2015-2144,,,,AP-0,4ª,-
SSPT,AERÓDROMO,BRASÍLIO MARQUES,PALOTINA,PR,24° 20' 41'' S,53° 49' 44'' W,372 m,VFR Diurno,3/21,1200 m,18 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1990-0309,0,0,0,PD1990-0309,,,,AD,-,-
SSQC,AERÓDROMO,AGUINALDO PEREIRA LIMA,SIQUEIRA CAMPOS,PR,23° 40' 28'' S,49° 49' 8'' W,705 m,VFR Diurno,7/25,1200 m,23 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1983-0010COMAR,0,0,0,PD1983-0010COMAR,,,,AD,-,-
SSQM,AERÓDROMO,TANQUE NOVO,TANQUE NOVO,BA,13° 32' 28'' S,42° 28' 33'' W,821 m,VFR Diurno,11/29,1300 m,28 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2657,0,0,0,PA2015-2657,,,,AD,-,-
SSQN,AERÓDROMO,MUNDO NOVO,MUNDO NOVO,BA,11° 46' 20'' S,40° 25' 10'' W,545 m,VFR Diurno,15/33,1000 m,27 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0394,0,0,0,PD2001-0394,,,,AD,-,-
SSQP,AERÓDROMO,MONTE SANTO,MONTE SANTO,BA,10° 27' 55'' S,39° 17' 10'' W,443 m,VFR Diurno,17/35,1000 m,30 m,"5700 kg / 0,5 MPa",Piçarra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2706,0,0,0,PA2015-2706,,,,AD,-,-
SSQT,AERÓDROMO,MAJOR NEODO S. PEREIRA,CASTRO,PR,24° 48' 27'' S,49° 57' 37'' W,1010 m,VFR Diurno,5/23,1420 m,30 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSQZ,AERÓDROMO,LUIS EDUARDO MAGALHÃES,LUIS EDUARDO MAGALHÃES,BA,12° 6' 23'' S,45° 53' 42'' W,775 m,VFR Diurno,10/28,1300 m,28 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2498,0,0,0,PA2015-2498,,,,AD,-,-
SSRB,AERÓDROMO,RIO BRILHANTE,RIO BRILHANTE,MS,21° 50' 52'' S,54° 31' 40'' W,312 m,VFR Diurno,17/35,800 m,27 m,"5600 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0471,0,0,0,PD1996-0471,,,,AD,-,-
SSRE,AERÓDROMO,REALEZA,REALEZA,PR,25° 48' 4'' S,53° 30' 47'' W,501 m,VFR Diurno,6/24,1200 m,18 m,PCN 6/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-2699,0,0,0,PA2013-2699,,,,AD,-,-
SSRF,AERÓDROMO,CASTRO ALVES,CASTRO ALVES,BA,12° 46' 7'' S,39° 26' 57'' W,265 m,VFR Diurno,13/31,1300 m,21 m,PCN 10/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0390,0,0,0,PD2001-0390,,,,AD,-,-
SSRG,AERÓDROMO,AEROPORTO ESTADUAL DE REGISTRO,REGISTRO,SP,24° 31' 54'' S,47° 50' 25'' W,25 m,VFR Diurno,10/28,1430 m,30 m,PCN 30/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2012-2146,0,0,0,PA2012-2146,,,,AD,-,-
SSRK,AERÓDROMO,CAMPO ALEGRE DE LOURDES,CAMPO ALEGRE DE LOURDES,BA,9° 30' 49'' S,42° 59' 45'' W,489 m,VFR Diurno,11/29,1500 m,21 m,PCN 8/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-3091,0,0,0,PA2015-3091,,,,AD,-,-
SSRS,AERÓDROMO,BARREIRINHAS,BARREIRINHAS,MA,2° 45' 24'' S,42° 48' 16'' W,4 m,VFR Diurno,11/29,1500 m,30 m,PCN 71/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-0211,0,0,0,PA2014-0211,,,,AD,-,-
